Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Country,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude,Beneficiary Location:Longitude,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-traffordmbc-VSG16020,Voluntary Sector Grant to Trafford Carers Centre,"Weekly garden project in Gorse Hill to help improve physical, social, mental and emotional wellbeing",GBP,,1596,,2016-06-25,,,,12,GB-COH-04695523,Trafford Carers Centre,1102075,04695523,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16021,Voluntary Sector Grant to Genesis Sale Moor CiC,Food Safety & Hygiene Training Level 2 course for volunteers at the Genesis Coffee Bar,GBP,,414,,2016-06-25,,,,12,GB-COH-06023117,Genesis Sale Moor CiC,,06023117,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16022,Voluntary Sector Grant to St Johns Centre,"Two week Summer School for children offering activities, lunches and trip out",GBP,,1800,,2016-06-25,,,,12,GB-COH-07597525,St Johns Centre,1146058,07597525,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16023,Voluntary Sector Grant to Our Altrincham,To redesign and reinvigorate a public green space for public use,GBP,,2400,,2016-06-25,,,,12,GB-COH-08285266,Our Altrincham,,08285266,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16024,Voluntary Sector Grant to BHA for Equality,Project helping asylum seekers / refugee women living with HIV to recover and regain control of their lives,GBP,,1012.67,,2016-06-25,,,,12,GB-COH-03818058,BHA for Equality,1079727,03818058,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16025,Voluntary Sector Grant to Blues Community Cafe,Project to run a series of 6 cookery workshops over the coming year focusing on cooking on a budget; healthy eating and nutrition.,GBP,,1450,,2016-06-25,,,,12,360G-trafford-blues_community_cafe,Blues Community Cafe,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16026,Voluntary Sector Grant to Broadheath Community Association,Panto Event at Broadheath Primary School,GBP,,750,,2016-06-25,,,,12,GB-COH-07826708,Broadheath Community Association,1160435,07826708,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2023-11-27T18:03:05Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16027,Voluntary Sector Grant to Cafe Sci,Set up two groups; one is to help isolated older people come together and the otheris for younger children and carers t in the school holiday,GBP,,2019,,2016-06-25,,,,12,360G-trafford-cafe_sci,Cafe Sci,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16028,Voluntary Sector Grant to City Year UK,Seven volunteers will lead and deliver Breakfast Clubs for the whole school population of 800 students at Stretford High School.,GBP,,2000,,2016-06-25,,,,12,GB-COH-06965846,City Year UK,1131350,06965846,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16029,Voluntary Sector Grant to Collaborative Women UK,Delivering ‘Independent Women’ training programmes plus outreach to help vulnerable women,GBP,,2000,,2016-06-25,,,,12,GB-COH-09085624,Collaborative Women UK CIC,,09085624,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16030,Voluntary Sector Grant to Footlights,"Engaging children and young people in dance, drama and singing",GBP,,1820,,2016-06-25,,,,12,GB-COH-07363900,Footlights,,07363900,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16031,Voluntary Sector Grant to Friends of De Quincey Park,Purchase equipment for the Park to allow more events to take place and encourage resident volunteering,GBP,,2005,,2016-06-25,,,,12,360G-trafford-friends_of_de_quincey_park,Friends of De Quincey Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16032,Voluntary Sector Grant to LifeChurch,"Funding for materials needed at a Community Garden, providing a practical, positive way to draw community together",GBP,,1080,,2016-06-25,,,,12,GB-COH-05392860,LifeChurch,1111303,05392860,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16033,Voluntary Sector Grant to Out there supporting families of prisoners,"Enabling continuation of Family Days project, to provide activities and refreshments for children within families of prisoners",GBP,,841.8,,2016-06-25,,,,12,360G-trafford-out_there_supporting_families_of_prisoners,Out there supporting families of prisoners,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16034,"Voluntary Sector Grant to Parents, teachers and friends of Gorse Hill Primary School","Using PTA allotment to reduce social isolation and encourage children to learn about nature, developing year round outdoor learning/social growing space.",GBP,,1997.53,,2016-06-25,,,,12,360G-trafford-parents_teachers_and_friends_of_gorse_hill_primary_school,"Parents, teachers and friends of Gorse Hill Primary School",,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16035,Voluntary Sector Grant to The Aim Sky High Company,Project dance class camp for children helping to understand what it takes to be a professional dancer.,GBP,,2000,,2016-06-25,,,,12,GB-COH-09238896,The Aim Sky High Company,,09238896,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16036,Voluntary Sector Grant to Trafford Community Media Ltd,Community involvement project and is designed to encourage and support isolated marginalised people and the wider community to get involved in the Trafford sounds,GBP,,2410,,2016-06-25,,,,12,GB-COH-08119275,Trafford Community Media Ltd,,08119275,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16037,Voluntary Sector Grant to Trafford Veterans,"Project to help Armed Forces Veterans, members of the emergency services and their families by providing peer support activities",GBP,,1890,,2016-06-25,,,,12,GB-COH-12727472,Trafford Veterans,,12727472,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16038,Voluntary Sector Grant to Chainlink Community Cycles CIC,Bling Your Bike - bike maintenance sessions with families and young people,GBP,,1465,,2016-07-02,,,,12,GB-COH-09073396,Chainlink Community Cycles CIC,,09073396,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16039,Voluntary Sector Grant to Cheeky Cherubs Play and Learning Centre,Funding for two Youth Workers to run the Higher Road Youth Club over a 6 month period,GBP,,4680,,2016-07-02,,,,12,GB-COH-08814780,Cheeky Cherubs Play and Learning Centre,,08814780,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16040,Voluntary Sector Grant to Delamere Toy Library,Enhance the outside space to teach children and volunteers about gardening and nature,GBP,,1921,,2016-07-02,,,,12,360G-trafford-delamere_toy_library,Delamere Toy Library,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16041,Voluntary Sector Grant to Flixton Swim Team,New swimming group in Partington providing 2 swimming sessions per week  for children,GBP,,3070,,2016-07-02,,,,12,360G-trafford-flixton_swim_team,Flixton Swim Team,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16042,Voluntary Sector Grant to Moss Lane Rovers,Set up a new girl’s Football Club in Partington to improve health and wellbeing,GBP,,3900,,2016-07-02,,,,12,360G-trafford-moss_lane_rovers,Moss Lane Rovers,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG16043,Voluntary Sector Grant to Sport Works Cheshire CIC,Project to provide swimming and activity sessions for 16 disabled young people in Partington,GBP,,4964,,2016-07-02,,,,12,GB-COH-09534148,Sport Works Cheshire CIC,,09534148,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-UP-17001,Voluntary Sector Grant to High-Functioning Trafford,Committed to ensuring that children and young people affected by Autism Spectrum Disorder can access the kind of physical activities that other children take for granted.,GBP,,1830,,2017-06-10,,,,12,360G-trafford-high-functioning_trafford,High-Functioning Trafford,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-UP-17002,Voluntary Sector Grant to Charisma Stars Dance Group,To help engage more young people to participating in their dance sessions,GBP,,500,,2017-06-10,,,,12,360G-trafford-charisma_stars_dance_group,Charisma Stars Dance Group,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-UP-17003,Voluntary Sector Grant to Flixton Infant School PTA,To transform an unused area of grass and scrub land into an exciting outdoor exploration and discovery area,GBP,,3000,,2017-06-10,,,,12,360G-trafford-flixton_infant_school_pta,Flixton Infant School PTA,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-UP-17004,Voluntary Sector Grant to Gendai Martial Arts,A variety of children's classes to teach martial arts and simple motor skills to help develop coordination and improve behaviour.,GBP,,1944,,2017-06-10,,,,12,360G-trafford-gendai_martial_arts,Gendai Martial Arts,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-UP-17005,Voluntary Sector Grant to Love Partington,To deliver free physical activities for children and young people throughout the 2017 school summer holidays.,GBP,,2440,,2017-06-10,,,,12,360G-trafford-love_partington,Love Partington,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-UP-17006,Voluntary Sector Grant to Sport Works (Manchester & Cheshire) LTD,Swimming and Activity sessions for disabled young people from Urmston & Partington.,GBP,,2781,,2017-06-10,,,,12,GB-COH-09269806,Sport Works (Manchester & Cheshire) LTD,,09269806,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17007,Voluntary Sector Grant to G-Force,"Men in Sheds project, reducing social isolation in the over 50's.",GBP,,2000,,2017-06-17,,,,12,GB-CHC-1110767,G-Force,1110767,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17008,Voluntary Sector Grant to Art with a Heart,"Heritage timeline trail through Altrincham town centre, in partnership with FabLab.",GBP,,2000,,2017-06-17,,,,12,GB-CHC-1159034,Art with a Heart,1159034,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17009,Voluntary Sector Grant to Seed Studios,Supporting mental health and emotional wellbeing through guitar based music sessions.,GBP,,1955,,2017-06-17,,,,12,GB-CHC-1172658,Seed Studios,1172658,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17010,"Voluntary Sector Grant to TLC: Talk, Listen, Change",Free Counselling sessions in South Trafford to reduce isolation and improve emotional wellbeing,GBP,,1000,,2017-06-17,,,,12,GB-COH-01559314,"TLC: Talk, Listen, Change",0512710,01559314,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17011,Voluntary Sector Grant to Our Altrincham,Lamp post planters in Altrincham town centre,GBP,,2000,,2017-06-17,,,,12,GB-COH-08285266,Our Altrincham,,08285266,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17012,Voluntary Sector Grant to Prevent Breast Cancer Limited,Coordinator's salary and training support for the coffee shop volunteers.,GBP,,500,,2017-06-17,,,,12,GB-COH-04831397,Prevent Breast Cancer Limited,1109839,04831397,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17013,Voluntary Sector Grant to Smallwords,Supporting emotional wellbeing through creative writing workshops,GBP,,1000,,2017-06-17,,,,12,360G-trafford-smallwords,Smallwords,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17014,Voluntary Sector Grant to The Sport Business C.I.C,Sport sessions with local schools to engage young people,GBP,,2000,,2017-06-17,,,,12,GB-COH-06596982,The Sport Business C.I.C,,06596982,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17015,Voluntary Sector Grant to Altrincham Baptist Church,"Eat Well for Less' workshop course encouraging  healthy eating on a budget. Delivered at The Hub, Altrincham.",GBP,,1980,,2017-06-17,,,,12,GB-CHC-1130343,Altrincham Baptist Church,1130343,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-STH-17016,Voluntary Sector Grant to Trafford Community Leisure Trust,Community cycle ride sessions around South Trafford.,GBP,,1000,,2017-06-17,,,,12,GB-COH-04656262,Trafford Community Leisure Trust,1105629,04656262,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17017,Voluntary Sector Grant to Friends of Ashton Park,"Nets, Hoops and gardening equipment",GBP,,1129,,2017-06-18,,,,12,360G-trafford-friends_of_ashton_park,Friends of Ashton Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17018,Voluntary Sector Grant to Cyril Flint Befrienders,Befriending service,GBP,,1500,,2017-06-18,,,,12,GB-COH-07962245,Cyril Flint Befrienders,1146179,07962245,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17019,Voluntary Sector Grant to Trafford Carers Centre,Carers Choir,GBP,,1500,,2017-06-18,,,,12,GB-COH-04695523,Trafford Carers Centre,1102075,04695523,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17020,Voluntary Sector Grant to New Way Forward,Men and Ladies Group,GBP,,1000,,2017-06-18,,,,12,GB-COH-04783624,New Way Forward,508746,04783624,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17021,Voluntary Sector Grant to 4 Cheeky Monkeys CIC,Purchase Equipment,GBP,,421.43,,2017-06-18,,,,12,GB-COH-08313107,4 Cheeky Monkeys CIC,,08313107,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17022,Voluntary Sector Grant to Friends of Lime Tree Primary Academy,Purchase Equipment,GBP,,550,,2017-06-18,,,,12,360G-trafford-friends_of_lime_tree_primary_academy,Friends of Lime Tree Primary Academy,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17023,Voluntary Sector Grant to Friends of the Bridgewater Canal,Care for the Bridgewater Canal,GBP,,990,,2017-06-18,,,,12,360G-trafford-friends_of_the_bridgewater_canal,Friends of the Bridgewater Canal,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17024,Voluntary Sector Grant to Sale United Reformed Church,Dorothy's Memory Café,GBP,,1500,,2017-06-18,,,,12,360G-trafford-sale_united_reformed_church,Sale United Reformed Church,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17025,Voluntary Sector Grant to The Friends of Moor Nook Park,Autumn Community Fun Day,GBP,,1409.97,,2017-06-18,,,,12,360G-trafford-friends_of_moor_nook_park,The Friends of Moor Nook Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17026,Voluntary Sector Grant to The Friends of Walkden Gardens,Labyrinth,GBP,,1500,,2017-06-18,,,,12,360G-trafford-friends_of_walkden_gardens,The Friends of Walkden Gardens,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-SAL-17027,Voluntary Sector Grant to We Are Sale Moor Community Interest Company,Improve Sale moor Village,GBP,,1499.6,,2017-06-18,,,,12,GB-COH-10158145,We Are Sale Moor Community Interest Company,,10158145,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17028,Voluntary Sector Grant to Trafford African & caribbean over 50's club,Funding to continue TAC's operations and facilitate new events.,GBP,,2000,,2017-06-24,,,,12,360G-trafford-trafford_african_and_caribbean_over_50s_club,Trafford African & caribbean over 50's club,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17029,Voluntary Sector Grant to St. John's Centre,Two week summer school - 30 spaces each day with young people.,GBP,,1990,,2017-06-24,,,,12,GB-COH-07597525,St. John's Centre,1146058,07597525,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17030,Voluntary Sector Grant to Seed Studios,Funding for one-to-one work with people interested in music but unable to afford instruments/lessons.,GBP,,427,,2017-06-24,,,,12,GB-CHC-1172658,Seed Studios,1172658,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17031,"Voluntary Sector Grant to TLC: Talk, Listen, Change",To reduce social isolation and improve mental health. Counselling free of charge.,GBP,,1996.62,,2017-06-24,,,,12,GB-COH-01559314,"TLC: Talk, Listen, Change",0512710,01559314,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17032,Voluntary Sector Grant to Trafford Carers Centre,Gardening group - to provide support for carers enabling respite from caring.,GBP,,1949,,2017-06-24,,,,12,GB-COH-04695523,Trafford Carers Centre,1102075,04695523,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17033,Voluntary Sector Grant to Friends of Hullard Park,"Re-establishing Wildflower Meadow, community learning to care for it.",GBP,,2000,,2017-06-24,,,,12,360G-trafford-friends_of_hullard_park,Friends of Hullard Park,,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG-OTS-17034,Voluntary Sector Grant to Friends of Victoria Park,Funding for new kitchen in new community building in park.,GBP,,2000,,2017-06-24,,,,12,GB-CHC-1179731,Friends of Victoria Park,1179731,,,,,England,,,,Trafford,GB,,,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,,Yes,,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
